# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;
1.404600000000000E+09;5.495002174053072E-01;6.719656632045906E-01;
1.406000000000000E+09;5.597277284812995E-01;6.654828436531159E-01;
1.407400000000000E+09;5.697040648221474E-01;6.586539168620105E-01;
1.408800000000000E+09;5.791725900440801E-01;6.515483784627871E-01;
1.410200000000000E+09;5.885611432376333E-01;6.441556510475965E-01;
1.411600000000000E+09;5.974368114255101E-01;6.370922002499690E-01;
1.413000000000000E+09;6.059448320114745E-01;6.296820073508865E-01;
1.414400000000000E+09;6.140464343500250E-01;6.223309670780965E-01;
1.415800000000000E+09;6.222578661195506E-01;6.149422297717927E-01;
1.417200000000000E+09;6.298442795785653E-01;6.078973604994699E-01;
1.418600000000000E+09;6.378615852517467E-01;6.009099017630171E-01;
1.420000000000000E+09;6.456430691948044E-01;5.940093061466299E-01;
1.421400000000000E+09;6.536639155472969E-01;5.864878993573780E-01;
1.422800000000000E+09;6.614256940279192E-01;5.786417075272738E-01;
1.424200000000000E+09;6.686121958232439E-01;5.706665935941647E-01;
1.425600000000000E+09;6.754509831296807E-01;5.629449540655115E-01;
1.427000000000000E+09;6.822911904839422E-01;5.551333650102092E-01;
1.428400000000000E+09;6.891664673856460E-01;5.472834840945530E-01;
1.429800000000000E+09;6.956874018078033E-01;5.391174368408255E-01;
1.431200000000000E+09;7.017949271018983E-01;5.308537294177248E-01;
1.432600000000000E+09;7.074559349527704E-01;5.224839686082632E-01;
1.434000000000000E+09;7.127960976244853E-01;5.145296996235023E-01;
1.435400000000000E+09;7.178377438618179E-01;5.063580402830751E-01;
1.436800000000000E+09;7.227167137897098E-01;4.982499523118187E-01;
1.438200000000000E+09;7.273291021035710E-01;4.904108865185130E-01;
1.439600000000000E+09;7.319318322562884E-01;4.824984047239814E-01;
1.441000000000000E+09;7.361776842245784E-01;4.747381367648029E-01;
1.442400000000000E+09;7.403749496833693E-01;4.668286072823618E-01;
1.443800000000000E+09;7.439976461041142E-01;4.589051611082739E-01;
1.445200000000000E+09;7.473863060362006E-01;4.509422336856752E-01;
1.446600000000000E+09;7.501773376434805E-01;4.434097858348279E-01;
1.448000000000000E+09;7.527206621140068E-01;4.360817646244905E-01;
1.449400000000000E+09;7.553715527538848E-01;4.292828969448318E-01;
1.450800000000000E+09;7.578406472637986E-01;4.227207221837233E-01;
1.452200000000000E+09;7.601358117938838E-01;4.162635370638536E-01;
1.453600000000000E+09;7.623930973495681E-01;4.099840385752700E-01;
1.455000000000000E+09;7.647319644951898E-01;4.041435132015424E-01;
1.456400000000000E+09;7.671970286291718E-01;3.985655466693458E-01;
1.457800000000000E+09;7.698964401109046E-01;3.933491046653331E-01;
1.459200000000000E+09;7.724320219164874E-01;3.880938143454173E-01;
1.460600000000000E+09;7.753291591417801E-01;3.824136394230461E-01;
1.462000000000000E+09;7.777517273671100E-01;3.768186740263031E-01;
1.463400000000000E+09;7.801658930825905E-01;3.716373750473030E-01;
1.464800000000000E+09;7.818924076045116E-01;3.668586252481633E-01;
1.466200000000000E+09;7.847182850273766E-01;3.625864502998606E-01;
1.467600000000000E+09;7.876057907035968E-01;3.583673820056897E-01;
1.469000000000000E+09;7.904439161341787E-01;3.539442632129457E-01;
1.470400000000000E+09;7.932517474712770E-01;3.500970295066229E-01;
1.471800000000000E+09;7.967096117271524E-01;3.466517938140520E-01;
1.473200000000000E+09;8.016227144680977E-01;3.428225119431254E-01;
1.474600000000000E+09;8.064256783097821E-01;3.380008375845318E-01;
