# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;
1.441000000000000E+09;9.575902866239013E-01;2.347348887670426E-01;
1.442400000000000E+09;9.600337250928616E-01;2.260439237286736E-01;
1.443800000000000E+09;9.622258364342586E-01;2.176491013436679E-01;
1.445200000000000E+09;9.643822515671224E-01;2.087263540397870E-01;
1.446600000000000E+09;9.663392627244123E-01;2.003428226009696E-01;
1.448000000000000E+09;9.682985384186571E-01;1.916043415957776E-01;
1.449400000000000E+09;9.700978223743906E-01;1.827621469648246E-01;
1.450800000000000E+09;9.717485895458584E-01;1.741415377974624E-01;
1.452200000000000E+09;9.730310906877581E-01;1.656358585901013E-01;
1.453600000000000E+09;9.743272864487149E-01;1.568795194237242E-01;
1.455000000000000E+09;9.753183145681179E-01;1.480227944334478E-01;
1.456400000000000E+09;9.764136962204394E-01;1.391540046219863E-01;
1.457800000000000E+09;9.772220753216214E-01;1.301535464939062E-01;
1.459200000000000E+09;9.773902230232692E-01;1.216654819879321E-01;
1.460600000000000E+09;9.771371441234181E-01;1.128525407470963E-01;
1.462000000000000E+09;9.764411404548452E-01;1.046917492655325E-01;
1.463400000000000E+09;9.761904439842567E-01;9.738049633302140E-02;
1.464800000000000E+09;9.759837631300516E-01;8.996320536209297E-02;
1.466200000000000E+09;9.762234194747788E-01;8.173287046550727E-02;
1.467600000000000E+09;9.751155743086977E-01;7.346940111636335E-02;
1.469000000000000E+09;9.735059956157786E-01;6.631638534341650E-02;
1.470400000000000E+09;9.708779691971309E-01;6.040394545586184E-02;
1.471800000000000E+09;9.699498104015769E-01;5.629998293856715E-02;
1.473200000000000E+09;9.709150263201316E-01;5.185231550711104E-02;
1.474600000000000E+09;9.730075102100644E-01;4.650546175482532E-02;
1.476000000000000E+09;9.749966311746339E-01;4.024504728241706E-02;
1.477400000000000E+09;9.771401182826751E-01;3.343972960355818E-02;
1.478800000000000E+09;9.790589232543242E-01;2.592526137137896E-02;
1.480200000000000E+09;9.807753688742277E-01;1.838570661860054E-02;
1.481600000000000E+09;9.825627156778680E-01;1.025167396794939E-02;
1.483000000000000E+09;9.842457307936759E-01;1.487933284442973E-03;
1.484400000000000E+09;9.850373239916688E-01;-7.700457181031967E-03;
1.485800000000000E+09;9.853902057853429E-01;-1.692485020388418E-02;
1.487200000000000E+09;9.852426455386023E-01;-2.624308393770440E-02;
